Alternating,Fibered,Crossing Number,Unknotting Number,Genus-3D,Crosscap Number,Bridge Index,Braid Index,Braid Length,Signature,Nakanishi Index,Arc Index,Tunnel Number,Morse-Novikov Number,Genus-4D,Genus-4D (Top.),Concordance Genus,Determinant,Rasmussen s,Ozsvath-Szabo tau,Volume,Arf Invariant,Turaev Genus,Small or Large,Positive Braid,Positive,SQ-Positive,Q-Positive,Width,L-space,Epsilon,Quasialternating,Almost Alternating,Double Slice Genus
0.0,0.0,9.0,3.0,2.0,3.0,3.0,4.0,11.0,-4.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,25.0,4.0,2.0,9.427073628,0.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,1.0,1.0,4.0
1.0,0.0,10.0,1.0,1.0,2.0,2.0,6.0,13.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,1.0,17.0,0.0,0.0,3.526195991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,10.0,3.0,4.0,2.0,2.0,3.0,10.0,-6.0,1.0,12.0,1.0,0.0,3.0,3.0,4.0,23.0,6.0,3.0,5.11484146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,6.0
1.0,0.0,10.0,2.0,1.0,3.0,2.0,6.0,13.0,0.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,5.732104787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,10.0,2.0,2.0,2.0,2.0,5.0,12.0,2.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,27.0,-2.0,-1.0,5.817129693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,10.0,2.0,4.0,3.0,2.0,3.0,10.0,4.0,1.0,12.0,1.0,0.0,2.0,2.0,4.0,33.0,-4.0,-2.0,7.373935134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-1.0,1.0,0.0,4.0
1.0,0.0,10.0,3.0,3.0,3.0,2.0,4.0,11.0,-4.0,1.0,12.0,1.0,2.0,2.0,2.0,3.0,37.0,4.0,2.0,8.390937607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,4.0
1.0,0.0,10.0,1.0,2.0,3.0,2.0,5.0,12.0,-2.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,43.0,2.0,1.0,9.115906396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,3.0,2.0,2.0,4.0,11.0,-4.0,1.0,12.0,1.0,2.0,2.0,2.0,3.0,29.0,4.0,2.0,6.083234837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,4.0
1.0,1.0,10.0,1.0,4.0,3.0,2.0,3.0,10.0,-2.0,1.0,12.0,1.0,0.0,1.0,1.0,4.0,39.0,2.0,1.0,8.294099675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,1.0,2.0,3.0,2.0,5.0,12.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,45.0,0.0,0.0,9.180573644,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,3.0,3.0,2.0,4.0,11.0,2.0,1.0,12.0,1.0,2.0,1.0,1.0,3.0,47.0,-2.0,-1.0,9.817495191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,2.0,4.0,2.0,6.0,11.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,53.0,0.0,0.0,10.57848019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,3.0,4.0,2.0,4.0,11.0,-4.0,1.0,12.0,1.0,2.0,2.0,2.0,3.0,57.0,4.0,2.0,10.93768941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,4.0
1.0,0.0,10.0,2.0,3.0,3.0,2.0,4.0,11.0,2.0,1.0,12.0,1.0,2.0,1.0,1.0,3.0,43.0,-2.0,-1.0,8.973449326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,2.0,3.0,2.0,5.0,12.0,-2.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,47.0,2.0,1.0,9.546642305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,10.0,1.0,4.0,3.0,2.0,3.0,10.0,0.0,1.0,12.0,1.0,0.0,1.0,1.0,4.0,41.0,0.0,0.0,8.536755599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,10.0,1.0,2.0,4.0,2.0,5.0,12.0,-2.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,55.0,2.0,1.0,10.63984427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,3.0,3.0,2.0,4.0,11.0,-2.0,1.0,12.0,1.0,2.0,1.0,1.0,3.0,51.0,2.0,1.0,9.844771303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,2.0,3.0,2.0,5.0,12.0,-2.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,35.0,2.0,1.0,8.317378718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,3.0,3.0,2.0,4.0,11.0,-4.0,1.0,12.0,1.0,2.0,2.0,2.0,2.0,45.0,4.0,2.0,9.675141144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,4.0
1.0,0.0,10.0,2.0,3.0,3.0,2.0,4.0,11.0,0.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,49.0,0.0,0.0,9.981866518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,10.0,1.0,3.0,4.0,2.0,4.0,11.0,2.0,1.0,12.0,1.0,2.0,1.0,1.0,3.0,59.0,-2.0,-1.0,11.39322463,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,2.0,4.0,2.0,5.0,12.0,-2.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,55.0,2.0,1.0,10.97745474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,3.0,4.0,2.0,4.0,11.0,-4.0,1.0,12.0,1.0,2.0,2.0,2.0,3.0,65.0,4.0,2.0,11.8757796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,4.0
1.0,0.0,10.0,1.0,3.0,4.0,2.0,4.0,11.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,3.0,61.0,0.0,0.0,11.35201756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,10.0,1.0,3.0,4.0,2.0,4.0,11.0,2.0,1.0,12.0,1.0,2.0,1.0,1.0,3.0,71.0,-2.0,-1.0,12.38413197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,2.0,3.0,2.0,5.0,12.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,53.0,0.0,0.0,10.26467495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,10.0,2.0,3.0,4.0,2.0,5.0,10.0,-2.0,1.0,12.0,1.0,0.0,1.0,1.0,3.0,63.0,2.0,1.0,11.60290525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,1.0,2.0,4.0,2.0,5.0,12.0,-2.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,67.0,2.0,1.0,11.82875757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,1.0,2.0,4.0,2.0,5.0,12.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,57.0,0.0,0.0,11.04426403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,10.0,1.0,3.0,4.0,2.0,4.0,11.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,3.0,69.0,0.0,0.0,12.09093687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,10.0,1.0,2.0,4.0,2.0,5.0,12.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,65.0,0.0,0.0,11.53567393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,2.0,3.0,2.0,5.0,12.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,37.0,0.0,0.0,8.422266668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,2.0,4.0,2.0,6.0,11.0,0.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,49.0,0.0,0.0,10.39449679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,10.0,2.0,2.0,4.0,2.0,5.0,12.0,-2.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,51.0,2.0,1.0,10.47618554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,2.0,4.0,2.0,5.0,12.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,53.0,0.0,0.0,10.96581053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,2.0,4.0,2.0,5.0,12.0,-2.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,59.0,2.0,1.0,11.34931355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,3.0,4.0,2.0,4.0,11.0,-4.0,1.0,12.0,1.0,2.0,2.0,2.0,3.0,61.0,4.0,2.0,11.58951873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,4.0
1.0,0.0,10.0,2.0,3.0,5.0,2.0,4.0,11.0,2.0,1.0,12.0,1.0,2.0,1.0,1.0,1.0,75.0,-2.0,-1.0,12.88874033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,10.0,2.0,3.0,4.0,2.0,5.0,10.0,-2.0,1.0,12.0,1.0,0.0,1.0,1.0,3.0,71.0,2.0,1.0,12.3766155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,10.0,1.0,3.0,5.0,2.0,5.0,10.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,13.23984837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,10.0,2.0,3.0,4.0,2.0,5.0,10.0,0.0,1.0,12.0,1.0,0.0,1.0,1.0,3.0,73.0,0.0,0.0,12.60259611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,10.0,1.0,3.0,4.0,2.0,5.0,10.0,-2.0,1.0,12.0,1.0,0.0,1.0,1.0,3.0,79.0,2.0,1.0,12.96899421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,10.0,2.0,3.0,5.0,2.0,5.0,10.0,0.0,1.0,12.0,1.0,0.0,1.0,1.0,3.0,89.0,0.0,0.0,13.71607598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,10.0,3.0,4.0,2.0,3.0,3.0,10.0,-6.0,1.0,12.0,1.0,0.0,3.0,3.0,4.0,31.0,6.0,3.0,7.716999809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,6.0
1.0,1.0,10.0,2.0,4.0,3.0,3.0,3.0,10.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,10.37890145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,10.0,3.0,3.0,4.0,3.0,4.0,11.0,-6.0,1.0,12.0,1.0,2.0,3.0,3.0,3.0,59.0,6.0,3.0,11.45319337,1.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,1.0,0.0,6.0
1.0,0.0,10.0,2.0,3.0,3.0,3.0,4.0,11.0,-4.0,1.0,12.0,1.0,2.0,2.0,2.0,3.0,53.0,4.0,2.0,11.19888979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,4.0
1.0,0.0,10.0,2.0,3.0,3.0,3.0,4.0,11.0,-2.0,1.0,12.0,1.0,2.0,1.0,1.0,3.0,59.0,2.0,1.0,11.53754818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,3.0,2.0,4.0,3.0,5.0,12.0,-4.0,1.0,12.0,1.0,2.0,2.0,2.0,2.0,73.0,4.0,2.0,12.88684742,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,1.0,0.0,4.0
1.0,0.0,10.0,2.0,2.0,4.0,3.0,5.0,12.0,-4.0,1.0,12.0,1.0,2.0,2.0,2.0,2.0,61.0,4.0,2.0,12.18554063,1.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,1.0,0.0,4.0
1.0,0.0,10.0,2.0,3.0,4.0,3.0,4.0,11.0,-4.0,1.0,12.0,1.0,2.0,2.0,2.0,3.0,65.0,4.0,2.0,12.39880216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,4.0
1.0,0.0,10.0,2.0,3.0,5.0,3.0,4.0,11.0,2.0,1.0,12.0,1.0,2.0,1.0,1.0,3.0,79.0,-2.0,-1.0,13.5885585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,2.0,4.0,3.0,6.0,11.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,65.0,0.0,0.0,12.7213307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,10.0,1.0,3.0,4.0,3.0,5.0,10.0,-2.0,1.0,12.0,1.0,0.0,1.0,1.0,1.0,75.0,2.0,1.0,13.38994414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,10.0,1.0,3.0,4.0,3.0,5.0,12.0,0.0,1.0,12.0,1.0,0.0,1.0,1.0,3.0,85.0,0.0,0.0,13.98004154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,10.0,2.0,4.0,3.0,3.0,3.0,10.0,4.0,1.0,12.0,2.0,0.0,2.0,2.0,2.0,45.0,-4.0,-2.0,10.14146904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,4.0
1.0,0.0,10.0,2.0,2.0,4.0,3.0,5.0,12.0,-4.0,2.0,12.0,2.0,2.0,2.0,2.0,2.0,57.0,4.0,2.0,11.51169129,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,1.0,0.0,4.0
1.0,1.0,10.0,2.0,4.0,3.0,3.0,3.0,10.0,-2.0,1.0,12.0,2.0,0.0,1.0,1.0,4.0,51.0,2.0,1.0,10.86809271,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,3.0,4.0,3.0,4.0,11.0,2.0,2.0,12.0,2.0,2.0,1.0,1.0,1.0,63.0,-2.0,-1.0,12.07646143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,0.0,10.0,3.0,3.0,4.0,3.0,4.0,11.0,-6.0,1.0,12.0,2.0,2.0,3.0,3.0,3.0,75.0,6.0,3.0,13.02926887,1.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,1.0,0.0,6.0
1.0,0.0,10.0,2.0,2.0,4.0,3.0,5.0,14.0,-2.0,1.0,12.0,2.0,2.0,1.0,1.0,1.0,63.0,2.0,1.0,12.42163051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,2.0,3.0,3.0,5.0,14.0,0.0,1.0,12.0,2.0,2.0,1.0,1.0,2.0,57.0,0.0,0.0,11.63703523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,10.0,2.0,3.0,5.0,3.0,5.0,12.0,2.0,2.0,12.0,2.0,0.0,1.0,1.0,3.0,87.0,-2.0,-1.0,14.12650517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,10.0,2.0,3.0,4.0,3.0,5.0,10.0,2.0,1.0,12.0,1.0,0.0,1.0,1.0,3.0,67.0,-2.0,-1.0,12.51088773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,10.0,1.0,3.0,5.0,3.0,5.0,10.0,0.0,1.0,12.0,1.0,0.0,1.0,1.0,3.0,77.0,0.0,0.0,13.38522875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,3.0,4.0,3.0,4.0,11.0,-4.0,1.0,12.0,1.0,2.0,2.0,2.0,3.0,73.0,4.0,2.0,12.92959469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,4.0
1.0,1.0,10.0,1.0,3.0,5.0,3.0,5.0,12.0,2.0,1.0,12.0,1.0,0.0,1.0,1.0,3.0,83.0,-2.0,-1.0,13.70688084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,10.0,2.0,3.0,4.0,3.0,5.0,12.0,0.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,13.43074878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,10.0,2.0,3.0,4.0,3.0,5.0,12.0,-4.0,1.0,12.0,1.0,0.0,2.0,2.0,3.0,69.0,4.0,2.0,12.5020992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,4.0
1.0,0.0,10.0,3.0,3.0,4.0,3.0,4.0,11.0,-6.0,1.0,12.0,2.0,2.0,3.0,3.0,3.0,71.0,6.0,3.0,13.39404447,0.0,0.0,1.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,1.0,0.0,6.0
1.0,1.0,10.0,2.0,3.0,5.0,3.0,5.0,12.0,0.0,1.0,12.0,2.0,0.0,1.0,1.0,3.0,85.0,0.0,0.0,14.49266703,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,10.0,1.0,4.0,4.0,3.0,3.0,10.0,-2.0,1.0,12.0,2.0,0.0,1.0,1.0,4.0,63.0,2.0,1.0,12.43147953,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,3.0,4.0,3.0,4.0,11.0,2.0,1.0,12.0,2.0,2.0,1.0,1.0,3.0,83.0,-2.0,-1.0,14.25805185,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,0.0,10.0,1.0,3.0,5.0,3.0,4.0,11.0,-2.0,1.0,12.0,2.0,2.0,1.0,1.0,3.0,87.0,2.0,1.0,14.70989878,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,10.0,2.0,4.0,3.0,3.0,3.0,10.0,4.0,1.0,12.0,2.0,0.0,2.0,2.0,4.0,57.0,-4.0,-2.0,11.79777366,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,4.0
1.0,0.0,10.0,2.0,3.0,4.0,3.0,4.0,11.0,0.0,1.0,12.0,2.0,2.0,1.0,1.0,3.0,85.0,0.0,0.0,14.34125614,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,3.0,4.0,3.0,4.0,11.0,0.0,1.0,12.0,2.0,2.0,0.0,0.0,0.0,81.0,0.0,0.0,14.2736446,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,10.0,1.0,3.0,5.0,3.0,5.0,10.0,0.0,1.0,12.0,2.0,0.0,1.0,1.0,3.0,101.0,0.0,0.0,15.64664917,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,10.0,2.0,3.0,5.0,3.0,5.0,12.0,2.0,1.0,12.0,2.0,0.0,1.0,1.0,3.0,99.0,-2.0,-1.0,15.56605892,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,0.0,10.0,2.0,3.0,4.0,3.0,4.0,11.0,0.0,1.0,12.0,2.0,2.0,1.0,1.0,3.0,77.0,0.0,0.0,13.86614986,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,10.0,1.0,4.0,4.0,3.0,3.0,10.0,0.0,1.0,12.0,2.0,0.0,1.0,1.0,4.0,73.0,0.0,0.0,13.48702242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
