Name,Two-Bridge Notation,Signature,Determinant,Planar Support,Delta Values,Size of Homology,Parity,d_1 Lee Grading,d_{-1} Lee Grading
11a_218,,2,131,1,{-2},131,False,"[(2, -2, -2), (-2, 2, -2)]","[(2, 2, -6), (-2, -2, 2)]"
11a_220,85/23,-4,85,1,{4},85,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11a_221,,2,79,1,{-2},79,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11a_222,,0,101,1,{0},101,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11a_223,,-6,75,1,{6},75,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_224,89/27,-4,89,1,{4},89,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11a_225,53/42,4,53,1,{-4},53,False,"[(0, 0, -4), (4, -4, -4)]","[(-4, -4, 4), (0, 0, -4)]"
11a_226,71/20,2,71,1,{-2},71,False,"[(2, -2, -2), (-2, 2, -2)]","[(2, 2, -6), (-2, -2, 2)]"
11a_227,,-6,143,1,{6},143,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_228,,0,133,1,{0},133,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11a_229,71/55,-2,71,1,{2},71,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11a_230,51/43,-2,51,1,{2},51,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11a_231,,2,99,1,{-2},99,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11a_232,,2,123,1,{-2},123,False,"[(2, -2, -2), (-2, 2, -2)]","[(2, 2, -6), (-2, -2, 2)]"
11a_233,,0,173,1,{0},173,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11a_234,37/5,-8,37,1,{8},37,False,"[(-8, 8, 8)]","[(8, 8, -8)]"
11a_235,71/49,-6,71,1,{6},71,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_236,99/29,-6,99,1,{6},99,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_239,,-2,195,1,{2},195,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11a_240,,-8,61,1,{8},61,False,"[(-8, 8, 8)]","[(8, 8, -8)]"
11a_241,,-6,95,1,{6},95,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_242,47/9,-6,47,1,{6},47,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_244,,-6,147,1,{6},147,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_245,,-6,75,1,{6},75,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_248,,2,159,1,{-2},159,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11a_249,,0,117,1,{0},117,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11a_250,,-4,85,1,{4},85,False,"[(0, 0, 4), (-4, 4, 4)]","[(4, 4, -4), (0, 0, 4)]"
11a_251,,0,133,1,{0},133,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11a_252,,-2,131,1,{2},131,False,"[(2, -2, 2), (-2, 2, 2)]","[(2, 2, -2), (-2, -2, 6)]"
11a_253,,0,133,1,{0},133,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11a_254,,-2,131,1,{2},131,False,"[(2, -2, 2), (-2, 2, 2)]","[(2, 2, -2), (-2, -2, 6)]"
11a_255,,2,143,1,{-2},143,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11a_256,,0,133,1,{0},133,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11a_257,,0,97,1,{0},97,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11a_258,,-2,75,1,{2},75,False,"[(2, -2, 2), (-2, 2, 2)]","[(2, 2, -2), (-2, -2, 6)]"
11a_259,,-6,79,1,{6},79,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_260,,-4,69,1,{4},69,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11a_261,,4,129,1,{-4},129,False,"[(4, -4, -4)]","[(-4, -4, 4)]"
11a_262,,2,107,1,{-2},107,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11a_264,,-2,135,1,{2},135,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11a_265,,0,109,1,{0},109,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11a_266,,0,209,1,{0},209,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11a_267,,2,191,1,{-2},191,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11a_268,,-2,139,1,{2},139,False,"[(2, -2, 2), (-2, 2, 2)]","[(2, 2, -2), (-2, -2, 6)]"
11a_269,,-2,151,1,{2},151,False,"[(2, -2, 2), (-2, 2, 2)]","[(2, 2, -2), (-2, -2, 6)]"
11a_274,,0,165,1,{0},165,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11a_277,,-2,135,1,{2},135,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11a_278,,0,141,1,{0},141,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11a_281,,-2,155,1,{2},155,False,"[(2, -2, 2), (-2, 2, 2)]","[(2, 2, -2), (-2, -2, 6)]"
11a_282,,2,127,1,{-2},127,False,"[(2, -2, -2), (-2, 2, -2)]","[(2, 2, -6), (-2, -2, 2)]"
11a_284,,-2,179,1,{2},179,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11a_286,,-2,147,1,{2},147,False,"[(2, -2, 2), (-2, 2, 2)]","[(2, 2, -2), (-2, -2, 6)]"
11a_287,,0,181,1,{0},181,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11a_288,,0,205,1,{0},205,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11a_289,,0,145,1,{0},145,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11a_291,,-6,99,1,{6},99,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_293,,4,81,1,{-4},81,False,"[(4, -4, -4), (0, 0, -4)]","[(0, 0, -4), (-4, -4, 4)]"
11a_298,,-6,131,1,{6},131,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_300,,0,153,1,{0},153,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11a_301,,2,199,1,{-2},199,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11a_302,,4,161,1,{-4},161,False,"[(4, -4, -4)]","[(-4, -4, 4)]"
11a_305,,2,135,1,{-2},135,False,"[(2, -2, -2), (-2, 2, -2)]","[(2, 2, -6), (-2, -2, 2)]"
11a_306,105/76,4,105,1,{-4},105,False,"[(4, -4, -4)]","[(-4, -4, 4)]"
11a_307,83/18,2,83,1,{-2},83,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11a_308,71/15,-6,71,1,{6},71,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_309,93/25,-4,93,1,{4},93,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11a_310,61/47,-4,61,1,{4},61,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11a_311,79/61,-2,79,1,{2},79,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11a_314,,-2,171,1,{2},171,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11a_315,,0,157,1,{0},157,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11a_316,,0,121,1,{0},121,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11a_318,,-6,135,1,{6},135,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_319,,-6,119,1,{6},119,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_323,,2,83,1,{-2},83,False,"[(2, -2, -2), (-2, 2, -2)]","[(2, 2, -6), (-2, -2, 2)]"
11a_326,,0,169,1,{0},169,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11a_330,,4,89,1,{-4},89,False,"[(4, -4, -4), (0, 0, -4)]","[(0, 0, -4), (-4, -4, 4)]"
11a_332,,0,189,1,{0},189,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11a_333,65/14,0,65,1,{0},65,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11a_334,49/9,-8,49,1,{8},49,False,"[(-8, 8, 8)]","[(8, 8, -8)]"
11a_335,75/17,-6,75,1,{6},75,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_336,59/11,-6,59,1,{6},59,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_338,,-8,69,1,{8},69,False,"[(-8, 8, 8)]","[(8, 8, -8)]"
11a_339,55/13,-6,55,1,{6},55,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_340,,-6,87,1,{6},87,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_346,,-4,93,1,{4},93,False,"[(0, 0, 4), (-4, 4, 4)]","[(4, 4, -4), (0, 0, 4)]"
11a_348,,-4,145,1,{4},145,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11a_349,,-2,155,1,{2},155,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11a_350,,0,185,1,{0},185,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11a_351,,0,165,1,{0},165,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11a_353,,-6,123,1,{6},123,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_355,45/7,-8,45,1,{8},45,False,"[(-8, 8, 8)]","[(8, 8, -8)]"
11a_356,79/55,-6,79,1,{6},79,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_357,91/27,-6,91,1,{6},91,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_358,31/5,-6,31,1,{6},31,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_364,25/3,-8,25,1,{8},25,False,"[(-8, 8, 8)]","[(8, 8, -8)]"
11a_365,51/35,-6,51,1,{6},51,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11a_367,11/1,-10,11,1,{10},11,True,"[(-10, 10, 10)]","[(10, 10, -10)]"
11n_1,,2,27,1,{-2},27,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_3,,2,43,1,{-2},43,False,"[(-2, 2, -2), (2, -2, -2)]","[(-2, -2, 2), (2, 2, -6)]"
11n_4,,0,49,1,{0},49,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11n_5,,-2,71,1,{2},71,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_7,,-2,67,1,{2},67,False,"[(2, -2, 2), (-2, 2, 2)]","[(2, 2, -2), (-2, -2, 6)]"
11n_8,,4,53,1,{-4},53,False,"[(4, -4, -4)]","[(-4, -4, 4)]"
11n_10,,4,65,1,{-4},65,False,"[(4, -4, -4)]","[(-4, -4, 4)]"
11n_11,,-2,55,1,{2},55,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_14,,4,45,1,{-4},45,False,"[(4, -4, -4)]","[(-4, -4, 4)]"
11n_15,,-2,35,1,{2},35,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_17,,2,47,1,{-2},47,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_18,,0,33,1,{0},33,False,"[(-4, 4, 0), (0, 0, 0)]","[(0, 0, 0), (4, 4, -8)]"
11n_21,,0,49,1,{0},49,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11n_22,,-2,55,1,{2},55,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_25,,-2,47,1,{2},47,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_26,,0,41,1,{0},41,False,"[(-4, 4, 0), (0, 0, 0)]","[(0, 0, 0), (4, 4, -8)]"
11n_28,,0,21,1,{0},21,False,"[(-4, 4, 0), (0, 0, 0)]","[(0, 0, 0), (4, 4, -8)]"
11n_29,,-2,51,1,{2},51,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_32,,0,69,1,{0},69,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11n_33,,-2,51,1,{2},51,False,"[(2, -2, 2), (-2, 2, 2)]","[(2, 2, -2), (-2, -2, 6)]"
11n_35,,-4,89,1,{4},89,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11n_37,,0,25,1,{0},25,False,"[(0, 0, 0), (4, -4, 0)]","[(-4, -4, 8), (0, 0, 0)]"
11n_40,,-2,79,1,{2},79,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_43,,-4,89,1,{4},89,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11n_46,,-2,79,1,{2},79,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_48,,0,29,1,{0},29,False,"[(0, 0, 0), (4, -4, 0)]","[(-4, -4, 8), (0, 0, 0)]"
11n_50,,0,25,1,{0},25,False,"[(0, 0, 0), (4, -4, 0)]","[(-4, -4, 8), (0, 0, 0)]"
11n_51,,0,29,1,{0},29,False,"[(-4, 4, 0), (0, 0, 0)]","[(0, 0, 0), (4, 4, -8)]"
11n_52,,-2,59,1,{2},59,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_53,,0,37,1,{0},37,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11n_54,,-2,43,1,{2},43,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_55,,0,61,1,{0},61,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11n_56,,-2,35,1,{2},35,False,"[(-2, 2, 2), (2, -2, 2)]","[(-2, -2, 6), (2, 2, -2)]"
11n_58,,2,35,1,{-2},35,False,"[(-2, 2, -2), (2, -2, -2)]","[(-2, -2, 2), (2, 2, -6)]"
11n_59,,-4,53,1,{4},53,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11n_62,,0,33,1,{0},33,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11n_63,,-2,39,1,{2},39,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_65,,0,33,1,{0},33,False,"[(0, 0, 0), (4, -4, 0)]","[(-4, -4, 8), (0, 0, 0)]"
11n_66,,-2,75,1,{2},75,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_68,,-2,63,1,{2},63,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_71,,-2,63,1,{2},63,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_72,,-4,81,1,{4},81,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11n_75,,2,63,1,{-2},63,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_83,,0,49,1,{0},49,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11n_84,,2,35,1,{-2},35,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_85,,0,45,1,{0},45,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11n_86,,0,33,1,{0},33,False,"[(-4, 4, 0), (0, 0, 0)]","[(0, 0, 0), (4, 4, -8)]"
11n_87,,2,51,1,{-2},51,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_89,,4,61,1,{-4},61,False,"[(4, -4, -4)]","[(-4, -4, 4)]"
11n_91,,2,31,1,{-2},31,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_94,,0,57,1,{0},57,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11n_98,,0,69,1,{0},69,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11n_99,,2,39,1,{-2},39,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_100,,0,45,1,{0},45,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11n_101,,2,39,1,{-2},39,False,"[(-2, 2, -2), (2, -2, -2)]","[(-2, -2, 2), (2, 2, -6)]"
11n_103,,4,65,1,{-4},65,False,"[(4, -4, -4)]","[(-4, -4, 4)]"
11n_105,,-4,69,1,{4},69,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11n_106,,2,27,1,{-2},27,False,"[(-2, 2, -2), (2, -2, -2)]","[(-2, -2, 2), (2, 2, -6)]"
11n_108,,4,73,1,{-4},73,False,"[(4, -4, -4)]","[(-4, -4, 4)]"
11n_109,,4,57,1,{-4},57,False,"[(4, -4, -4)]","[(-4, -4, 4)]"
11n_110,,0,41,1,{0},41,False,"[(-4, 4, 0), (0, 0, 0)]","[(0, 0, 0), (4, 4, -8)]"
11n_112,,-2,55,1,{2},55,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_113,,2,35,1,{-2},35,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_114,,0,53,1,{0},53,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11n_115,,0,77,1,{0},77,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11n_117,,-2,35,1,{2},35,False,"[(-2, 2, 2), (2, -2, 2)]","[(-2, -2, 6), (2, 2, -2)]"
11n_119,,0,69,1,{0},69,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11n_121,,4,45,1,{-4},45,False,"[(4, -4, -4)]","[(-4, -4, 4)]"
11n_122,,2,27,1,{-2},27,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_123,,0,57,1,{0},57,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11n_124,,-2,59,1,{2},59,False,"[(2, -2, 2), (-2, 2, 2)]","[(2, 2, -2), (-2, -2, 6)]"
11n_125,,-2,63,1,{2},63,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_127,,2,55,1,{-2},55,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_128,,-2,43,1,{2},43,False,"[(-2, 2, 2), (2, -2, 2)]","[(-2, -2, 6), (2, 2, -2)]"
11n_129,,2,43,1,{-2},43,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_130,,0,53,1,{0},53,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11n_131,,2,67,1,{-2},67,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_132,,0,25,1,{0},25,False,"[(0, 0, 0), (4, -4, 0)]","[(-4, -4, 8), (0, 0, 0)]"
11n_134,,2,47,1,{-2},47,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_136,,-6,63,1,{6},63,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11n_137,,4,57,1,{-4},57,False,"[(4, -4, -4)]","[(-4, -4, 4)]"
11n_139,,0,9,1,{0},9,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11n_142,,0,33,1,{0},33,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11n_144,,-4,65,1,{4},65,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11n_146,,-2,63,1,{2},63,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_154,,-2,79,1,{2},79,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_156,,0,77,1,{0},77,False,"[(0, 0, 0), (-4, 4, 0)]","[(4, 4, -8), (0, 0, 0)]"
11n_157,,0,65,1,{0},65,False,"[(4, -4, 0), (0, 0, 0)]","[(0, 0, 0), (-4, -4, 8)]"
11n_159,,2,71,1,{-2},71,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_160,,-2,67,1,{2},67,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_163,,-2,91,1,{2},91,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_164,,-4,45,1,{4},45,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11n_165,,0,85,1,{0},85,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11n_167,,-2,63,1,{2},63,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_168,,-2,75,1,{2},75,False,"[(2, -2, 2), (-2, 2, 2)]","[(2, 2, -2), (-2, -2, 6)]"
11n_172,,0,49,1,{0},49,False,"[(0, 0, 0), (4, -4, 0)]","[(-4, -4, 8), (0, 0, 0)]"
11n_174,,-4,97,1,{4},97,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
11n_176,,2,63,1,{-2},63,False,"[(2, -2, -2)]","[(-2, -2, 2)]"
11n_178,,-2,95,1,{2},95,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_179,,0,77,1,{0},77,False,"[(0, 0, 0)]","[(0, 0, 0)]"
11n_180,,-6,55,1,{6},55,False,"[(-6, 6, 6)]","[(6, 6, -6)]"
11n_184,,-2,87,1,{2},87,False,"[(-2, 2, 2)]","[(2, 2, -2)]"
11n_185,,-4,105,1,{4},105,False,"[(-4, 4, 4)]","[(4, 4, -4)]"
